ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-48297N	DIP-39580N|uniprotkb:P0AEE3	 -	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:19836340|pubmed:DIP-12322S	taxid:-2(chemical synthesis)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-102511E	dip-quality-status:core	dip:0004(small scale)		-
DIP-48298N	DIP-39580N|uniprotkb:P0AEE3	 -	-	-	-	MI:0017(classical fluorescence spectroscopy)	-	pubmed:19836340|pubmed:DIP-12322S	taxid:-2(chemical synthesis)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-102512E	dip-quality-status:core	dip:0004(small scale)		-
DIP-11017N|uniprotkb:P39453	DIP-11017N|uniprotkb:P39453	-	-	-	-	MI:0028(cosedimentation in solution)|MI:0071(molecular sieving)	-	pubmed:19748340|pubmed:DIP-12323S|pubmed:19748340|pubmed:DIP-12323S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-102513E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-10072N|refseq:NP_414589|uniprotkb:P03819	DIP-10072N|refseq:NP_414589|uniprotkb:P03819	-	-	-	-	MI:0404(comigration in non denaturing gel electrophoresis)	-	pubmed:19523906|pubmed:DIP-12338S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-102531E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31838N|uniprotkb:P0A6G7	DIP-35409N|uniprotkb:P0ABH9	 -	-	-	-	MI:0017(classical fluorescence spectroscopy)|MI:0067(light scattering)|MI:0410(electron tomography)|MI:0415(enzymatic study)|MI:0040(electron microscopy)|MI:0071(molecular sieving)	-	pubmed:19368884|pubmed:DIP-12347S|pubmed:19368884|pubmed:DIP-12347S|pubmed:19368884|pubmed:DIP-12347S|pubmed:19368884|pubmed:DIP-12347S|pubmed:20462489|pubmed:DIP-14498S|pubmed:19368884|pubmed:DIP-12347S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-102540E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-31838N|uniprotkb:P0A6G7	DIP-35907N|uniprotkb:P0A6H1	 -	-	-	-	MI:0415(enzymatic study)|MI:0017(classical fluorescence spectroscopy)	-	pubmed:19368884|pubmed:DIP-12347S|pubmed:25866879|pubmed:DIP-17653S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-102541E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-48357N|refseq:NP_417863|uniprotkb:P0AEJ4	DIP-31859N|uniprotkb:P0AA16	 -	-	-	-	MI:0841(phosphotransfer assay)	-	pubmed:16176121|pubmed:DIP-12393S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-102624E	dip-quality-status:core	dip:0004(small scale)		-
DIP-47991N|uniprotkb:P0AE88	DIP-48358N|uniprotkb:P0AE82	 -	-	-	-	MI:0424(protein kinase assay)|MI:0841(phosphotransfer assay)	-	pubmed:24492262|pubmed:DIP-16491S|pubmed:16176121|pubmed:DIP-12393S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0217(phosphorylation reaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-102626E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-35852N|uniprotkb:P0AFJ5	DIP-10502N|refseq:NP_414934|uniprotkb:P08400	 -	-	-	-	MI:0841(phosphotransfer assay)	-	pubmed:16176121|pubmed:DIP-12393S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-102627E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35408N|uniprotkb:P0A8Q6	DIP-48394N	 -	-	-	-	MI:0071(molecular sieving)	-	pubmed:18297088|pubmed:DIP-12407S	taxid:83333(Escherichia coli K12)	taxid:-2(chemical synthesis)	MI:0407(direct interaction)	MI:0465(dip)	DIP-102668E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36179N|uniprotkb:P0AES4	DIP-36179N|uniprotkb:P0AES4	-	-	-	-	MI:0071(molecular sieving)|MI:0028(cosedimentation in solution)|MI:0826(x ray scattering)	-	pubmed:15698572|pubmed:DIP-12449S|pubmed:15698572|pubmed:DIP-12449S|pubmed:15698572|pubmed:DIP-12449S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-102902E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-9476N|refseq:NP_418559|uniprotkb:P36655	DIP-48446N|uniprotkb:P0AA86	 -	-	-	-	MI:0096(pull down)|MI:0415(enzymatic study)|MI:0071(molecular sieving)|MI:0114(x-ray crystallography)	-	pubmed:16004871|pubmed:DIP-12467S|pubmed:16004871|pubmed:DIP-12467S|pubmed:16004871|pubmed:DIP-12467S|pubmed:16004871|pubmed:DIP-12467S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0945(oxidoreductase activity electron transfer assay)|MI:0407(direct interaction)|MI:0195(covalent binding)	MI:0465(dip)	DIP-102937E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-48446N|uniprotkb:P0AA86	DIP-35886N|uniprotkb:P0AEG4	 -	-	-	-	MI:0415(enzymatic study)	-	pubmed:16004871|pubmed:DIP-12467S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0945(oxidoreductase activity electron transfer assay)	MI:0465(dip)	DIP-102938E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35852N|uniprotkb:P0AFJ5	DIP-35852N|uniprotkb:P0AFJ5	-	-	-	-	MI:0114(x-ray crystallography)|MI:0077(nuclear magnetic resonance)|MI:0028(cosedimentation in solution)|MI:0038(dynamic light scattering)	-	pubmed:16154092|pubmed:DIP-12479S|pubmed:16154092|pubmed:DIP-12479S|pubmed:16154092|pubmed:DIP-12479S|pubmed:16154092|pubmed:DIP-12479S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-102946E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-48472N|uniprotkb:P0ABQ0	DIP-48472N|uniprotkb:P0ABQ0	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:15530362|pubmed:DIP-12500S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-102969E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35785N|uniprotkb:P0AFA2	DIP-35785N|uniprotkb:P0AFA2	-	-	-	-	MI:0114(x-ray crystallography)|MI:0424(protein kinase assay)	-	pubmed:19217390|pubmed:DIP-12360S|pubmed:21078995|pubmed:DIP-15088S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0217(phosphorylation reaction)	MI:0465(dip)	DIP-102557E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-16990N|uniprotkb:Q47112	DIP-16991N|uniprotkb:P13479	 -	-	-	-	MI:0107(surface plasmon resonance)|MI:0096(pull down)|MI:0114(x-ray crystallography)	-	pubmed:19749752|pubmed:DIP-12567S|pubmed:19749752|pubmed:DIP-12567S|pubmed:19749752|pubmed:DIP-12567S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-103215E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-48512N|uniprotkb:P0A9R4	DIP-29109N|uniprotkb:P0A6B7	 -	-	-	-	MI:0415(enzymatic study)	-	pubmed:19305405|pubmed:DIP-12525S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0414(enzymatic reaction)	MI:0465(dip)	DIP-103058E	dip-quality-status:core	dip:0004(small scale)		-
DIP-9356N|refseq:NP_418251|uniprotkb:P27838	DIP-9356N|refseq:NP_418251|uniprotkb:P27838	-	-	-	-	MI:0071(molecular sieving)	-	pubmed:19305405|pubmed:DIP-12525S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-103059E	dip-quality-status:core	dip:0004(small scale)		-
DIP-9356N|refseq:NP_418251|uniprotkb:P27838	DIP-29109N|uniprotkb:P0A6B7	 -	-	-	-	MI:0077(nuclear magnetic resonance)|MI:0096(pull down)	-	pubmed:19305405|pubmed:DIP-12525S|pubmed:19305405|pubmed:DIP-12525S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-103060E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-16989N|uniprotkb:Q03708	DIP-16992N|uniprotkb:P09883	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:19749752|pubmed:DIP-12567S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-103216E	dip-quality-status:core	dip:0004(small scale)		-
DIP-48564N|uniprotkb:P69380	DIP-48564N|uniprotkb:P69380	-	-	-	-	MI:0055(fluorescent resonance energy transfer)|MI:0114(x-ray crystallography)	-	pubmed:19749753|pubmed:DIP-12568S|pubmed:19749753|pubmed:DIP-12568S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-103217E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-48603N	DIP-35915N|uniprotkb:P0A9N4	 -	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:18852451|pubmed:DIP-12595S	taxid:-2(chemical synthesis)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-103274E	dip-quality-status:core	dip:0004(small scale)		-
DIP-48512N|uniprotkb:P0A9R4	DIP-48025N|uniprotkb:P0ACD4	 -	-	-	-	MI:0415(enzymatic study)	-	pubmed:19305405|pubmed:DIP-12525S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0414(enzymatic reaction)	MI:0465(dip)	DIP-103061E	dip-quality-status:core	dip:0004(small scale)		-
DIP-31097N|uniprotkb:P60953	DIP-48540N|uniprotkb:Q9R8E4	 -	-	-	-	MI:0949(gdp/gtp exchange assay)|MI:0096(pull down)|MI:0096(pull down)|MI:0114(x-ray crystallography)|MI:0949(gdp/gtp exchange assay)	-	pubmed:19620963|pubmed:DIP-12548S|pubmed:19620963|pubmed:DIP-12548S|pubmed:19620963|pubmed:DIP-12548S|pubmed:19620963|pubmed:DIP-12548S|pubmed:19620963|pubmed:DIP-12548S	taxid:9606(Homo sapiens)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-103110E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-9460N|refseq:NP_414556|uniprotkb:P08622	DIP-35751N|uniprotkb:P0A6Y8	 -	-	-	-	MI:0077(nuclear magnetic resonance)|MI:0880(atpase assay)	-	pubmed:22065753|pubmed:DIP-16112S|pubmed:19439666|pubmed:DIP-12795S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-103838E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-48880N	DIP-35751N|uniprotkb:P0A6Y8	 -	-	-	-	MI:0077(nuclear magnetic resonance)	-	pubmed:19439666|pubmed:DIP-12795S	taxid:-2(chemical synthesis)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-103839E	dip-quality-status:core	dip:0004(small scale)		-
DIP-48900N|refseq:NP_863575|uniprotkb:P03051	DIP-48900N|refseq:NP_863575|uniprotkb:P03051	-	-	-	-	MI:0405(competition binding)|MI:0055(fluorescent resonance energy transfer)	-	pubmed:19506258|pubmed:DIP-12808S|pubmed:19506258|pubmed:DIP-12808S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-103871E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-11007N|uniprotkb:P02930	DIP-29039N|uniprotkb:P0AE06	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:19805313|pubmed:DIP-12885S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-104069E	dip-quality-status:core	dip:0004(small scale)		-
DIP-39581N|uniprotkb:P0AFX7	DIP-48061N|uniprotkb:P0AEH1	 -	-	-	-	MI:0435(protease assay)	-	pubmed:19706448|pubmed:DIP-12860S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0194(cleavage reaction)	MI:0465(dip)	DIP-104025E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35748N|uniprotkb:P0A7R1	DIP-35746N|uniprotkb:P0A7L0	 -	-	-	-	MI:0055(fluorescent resonance energy transfer)	-	pubmed:19717422|pubmed:DIP-12865S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-104039E	dip-quality-status:core	dip:0004(small scale)		-
DIP-11007N|uniprotkb:P02930	DIP-9502N|refseq:NP_417170|uniprotkb:P27303	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:19805313|pubmed:DIP-12885S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-104066E	dip-quality-status:core	dip:0004(small scale)		-
DIP-9502N|refseq:NP_417170|uniprotkb:P27303	DIP-9502N|refseq:NP_417170|uniprotkb:P27303	-	-	-	-	MI:0030(cross-linking study)|MI:0107(surface plasmon resonance)	-	pubmed:19805313|pubmed:DIP-12885S|pubmed:19805313|pubmed:DIP-12885S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-104067E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-11460N|refseq:NP_415399|uniprotkb:P75830	DIP-11460N|refseq:NP_415399|uniprotkb:P75830	-	-	-	-	MI:0030(cross-linking study)|MI:0107(surface plasmon resonance)	-	pubmed:19805313|pubmed:DIP-12885S|pubmed:19805313|pubmed:DIP-12885S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-104068E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-11460N|refseq:NP_415399|uniprotkb:P75830	DIP-11007N|uniprotkb:P02930	 -	-	-	-	MI:0107(surface plasmon resonance)	-	pubmed:19805313|pubmed:DIP-12885S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-104070E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36047N|uniprotkb:P0A6X3	DIP-36047N|uniprotkb:P0A6X3	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:19889981|pubmed:DIP-12933S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-104196E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35879N|uniprotkb:P0A7Z4	DIP-49014N|uniprotkb:Q9EZJ8	 -	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:19903881|pubmed:DIP-12937S	taxid:83333(Escherichia coli K12)	taxid:271(Thermus aquaticus)	MI:0407(direct interaction)	MI:0465(dip)	DIP-104204E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36210N|uniprotkb:P0AEU7	DIP-36210N|uniprotkb:P0AEU7	-	-	-	-	MI:0030(cross-linking study)|MI:0071(molecular sieving)	-	pubmed:19181847|pubmed:DIP-14448S|pubmed:24077225|pubmed:DIP-16363S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-108969E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-35866N|refseq:NP_418367|uniprotkb:P0A7B8	DIP-35866N|refseq:NP_418367|uniprotkb:P0A7B8	-	-	-	-	MI:0114(x-ray crystallography)|MI:0114(x-ray crystallography)|MI:0020(transmission electron microscopy)	-	pubmed:rtd:11250202|pubmed:DIP-2009S|pubmed:9177170|pubmed:DIP-1669S|pubmed:9033594|pubmed:DIP-17132S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-108970E	dip-quality-status:core	dip:0002(small scale)|dip:0002(small scale)|dip:0004(small scale)		-
DIP-36213N|refseq:NP_416738|uniprotkb:P69924	DIP-36213N|refseq:NP_416738|uniprotkb:P69924	-	-	-	-	MI:0028(cosedimentation in solution)|MI:0071(molecular sieving)|MI:0826(x ray scattering)	-	pubmed:22160671|pubmed:DIP-15437S|pubmed:17726094|pubmed:DIP-16859S|pubmed:22160671|pubmed:DIP-15437S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-108979E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-10603N|refseq:NP_416911|uniprotkb:P08839	DIP-10603N|refseq:NP_416911|uniprotkb:P08839	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:17053069|pubmed:DIP-17310S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-108985E	dip-quality-status:core	dip:0004(small scale)		-
DIP-36011N|refseq:NP_418361|uniprotkb:P0A6F3	DIP-36011N|refseq:NP_418361|uniprotkb:P0A6F3	-	-	-	-	MI:0114(x-ray crystallography)|MI:0114(x-ray crystallography)	-	pubmed:9843423|pubmed:DIP-2460S|pubmed:9817843|pubmed:DIP-17178S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-108960E	dip-quality-status:core	dip:0002(small scale)|dip:0004(small scale)		-
DIP-36221N|uniprotkb:P0AD61	DIP-36221N|uniprotkb:P0AD61	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:8591049|pubmed:DIP-17117S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)	MI:0465(dip)	DIP-108990E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35919N|refseq:NP_286576|uniprotkb:P0ABT2	DIP-35919N|refseq:NP_286576|uniprotkb:P0ABT2	-	-	-	-	MI:0655(lambda repressor two hybrid)|MI:0114(x-ray crystallography)	-	pubmed:14973045|pubmed:DIP-4182S|pubmed:9546221|pubmed:DIP-17111S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-109005E	dip-quality-status:core	dip:0005(high throughput)|dip:0004(small scale)		-
DIP-10029N|refseq:NP_414596|uniprotkb:P31554	DIP-35987N|refseq:NP_415174|uniprotkb:P0ADC1	 -	-	-	-	MI:0030(cross-linking study)|MI:0096(pull down)|MI:0030(cross-linking study)|MI:0007(anti tag coimmunoprecipitation)|MI:0030(cross-linking study)|MI:0030(cross-linking study)|MI:0071(molecular sieving)|MI:0030(cross-linking study)|MI:0096(pull down)|MI:0404(comigration in non denaturing gel electrophoresis)|MI:0071(molecular sieving)|MI:0096(pull down)|MI:0096(pull down)|MI:0276(blue native page)|MI:0030(cross-linking study)|MI:0030(cross-linking study)|MI:0096(pull down)|MI:0030(cross-linking study)	-	pubmed:21257904|pubmed:DIP-16029S|pubmed:16861298|pubmed:DIP-17323S|pubmed:21257904|pubmed:DIP-16029S|pubmed:16861298|pubmed:DIP-17323S|pubmed:21257904|pubmed:DIP-16029S|pubmed:21257904|pubmed:DIP-16029S|pubmed:20203010|pubmed:DIP-14422S|pubmed:21257904|pubmed:DIP-16029S|pubmed:21257904|pubmed:DIP-16029S|pubmed:20203010|pubmed:DIP-14422S|pubmed:21257904|pubmed:DIP-16029S|pubmed:20203010|pubmed:DIP-14422S|pubmed:21257904|pubmed:DIP-16029S|pubmed:21257904|pubmed:DIP-16029S|pubmed:21257904|pubmed:DIP-16029S|pubmed:21257904|pubmed:DIP-16029S|pubmed:20203010|pubmed:DIP-14422S|pubmed:21257904|pubmed:DIP-16029S	taxid:83333(Escherichia coli K12)	taxid:83333(Escherichia coli K12)	MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0407(direct interaction)	MI:0465(dip)	DIP-132552E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
