ID interactor A	ID interactor B	Alt. ID interactor A	Alt. ID interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Processing Status	
DIP-61215N|uniprotkb:Q9VQY9	DIP-17615N|refseq:NP_651457	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198216E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61215N|uniprotkb:Q9VQY9	DIP-21825N|refseq:NP_612086	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198217E	dip-quality-status:core	dip:0004(small scale)		-
DIP-59082N|refseq:NP_572624|uniprotkb:Q9W2V7	DIP-61215N|uniprotkb:Q9VQY9	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198218E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35347N|refseq:NP_511065|uniprotkb:Q9V461	DIP-59081N|refseq:NP_523984|uniprotkb:Q9XYU0	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198219E	dip-quality-status:core	dip:0004(small scale)		-
DIP-80N|refseq:NP_523805|uniprotkb:P20227	DIP-237N|uniprotkb:P47825	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16895980|pubmed:DIP-17231S|pubmed:16895980|pubmed:DIP-17231S|pubmed:8464492|pubmed:DIP-17395S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198226E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-237N|uniprotkb:P47825	DIP-48906N|refseq:NP_476957|uniprotkb:P49846	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16895980|pubmed:DIP-17231S|pubmed:16895980|pubmed:DIP-17231S|pubmed:16895980|pubmed:DIP-17231S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198227E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-237N|uniprotkb:P47825	DIP-778N|refseq:NP_524161|uniprotkb:P49847	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16895980|pubmed:DIP-17231S|pubmed:16895980|pubmed:DIP-17231S|pubmed:16895980|pubmed:DIP-17231S|pubmed:16895980|pubmed:DIP-17231S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198228E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-778N|refseq:NP_524161|uniprotkb:P49847	DIP-228N|uniprotkb:P51123	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16895980|pubmed:DIP-17231S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198229E	dip-quality-status:core	dip:0004(small scale)		-
DIP-778N|refseq:NP_524161|uniprotkb:P49847	DIP-48906N|refseq:NP_476957|uniprotkb:P49846	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:16895980|pubmed:DIP-17231S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198230E	dip-quality-status:core	dip:0004(small scale)		-
DIP-22529N|refseq:NP_477121|uniprotkb:P49735	DIP-20144N|refseq:NP_569880|uniprotkb:O96989	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198201E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-20144N|refseq:NP_569880|uniprotkb:O96989	DIP-35346N|refseq:NP_477185|uniprotkb:Q26454	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198202E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-23545N|refseq:NP_524308	DIP-20144N|refseq:NP_569880|uniprotkb:O96989	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198203E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-20144N|refseq:NP_569880|uniprotkb:O96989	DIP-35347N|refseq:NP_511065|uniprotkb:Q9V461	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198204E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-59081N|refseq:NP_523984|uniprotkb:Q9XYU0	DIP-20144N|refseq:NP_569880|uniprotkb:O96989	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198205E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-17615N|refseq:NP_651457	DIP-20144N|refseq:NP_569880|uniprotkb:O96989	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198206E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-20144N|refseq:NP_569880|uniprotkb:O96989	DIP-21825N|refseq:NP_612086	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198207E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-20144N|refseq:NP_569880|uniprotkb:O96989	DIP-61215N|uniprotkb:Q9VQY9	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198208E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-59082N|refseq:NP_572624|uniprotkb:Q9W2V7	DIP-20144N|refseq:NP_569880|uniprotkb:O96989	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S|pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198209E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-22529N|refseq:NP_477121|uniprotkb:P49735	DIP-61215N|uniprotkb:Q9VQY9	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198210E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61215N|uniprotkb:Q9VQY9	DIP-23633N|refseq:NP_511048	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198211E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35346N|refseq:NP_477185|uniprotkb:Q26454	DIP-61215N|uniprotkb:Q9VQY9	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198212E	dip-quality-status:core	dip:0004(small scale)		-
DIP-23545N|refseq:NP_524308	DIP-61215N|uniprotkb:Q9VQY9	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198213E	dip-quality-status:core	dip:0004(small scale)		-
DIP-35347N|refseq:NP_511065|uniprotkb:Q9V461	DIP-61215N|uniprotkb:Q9VQY9	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198214E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61215N|uniprotkb:Q9VQY9	DIP-59081N|refseq:NP_523984|uniprotkb:Q9XYU0	 -	-	-	-	MI:0006(anti bait coimmunoprecipitation)	-	pubmed:16798881|pubmed:DIP-17189S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-198215E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61415N|uniprotkb:P02255	DIP-23970N|uniprotkb:P45975	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23559249|pubmed:DIP-17465S|pubmed:23559249|pubmed:DIP-17465S|pubmed:23559249|pubmed:DIP-17465S|pubmed:23559249|pubmed:DIP-17465S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0407(direct interaction)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198789E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-21869N|uniprotkb:P05205	DIP-61415N|uniprotkb:P02255	 -	-	-	-	MI:0096(pull down)|MI:0006(anti bait coimmunoprecipitation)	-	pubmed:23559249|pubmed:DIP-17465S|pubmed:23559249|pubmed:DIP-17465S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198790E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61417N|uniprotkb:Q8SWR8	DIP-59201N|uniprotkb:Q9W4M7	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0006(anti bait coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:23687048|pubmed:DIP-17468S|pubmed:23687048|pubmed:DIP-17468S|pubmed:23687048|pubmed:DIP-17468S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198792E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61426N|uniprotkb:Q9VH20	DIP-21822N|refseq:NP_610353	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198820E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-21822N|refseq:NP_610353	DIP-18319N|refseq:NP_611585	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0676(tandem affinity purification)	-	pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198821E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61427N|refseq:NP_476708|uniprotkb:P20028	DIP-21822N|refseq:NP_610353	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198822E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61427N|refseq:NP_476708|uniprotkb:P20028	DIP-61426N|uniprotkb:Q9VH20	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S|pubmed:24436420|pubmed:DIP-17482S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-198823E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-49258N|uniprotkb:Q9Y1B2	DIP-61503N|uniprotkb:Q7K2L1	 -	-	-	-	MI:0030(cross-linking study)	-	pubmed:25762138|pubmed:DIP-17561S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199045E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61503N|uniprotkb:Q7K2L1	DIP-61503N|uniprotkb:Q7K2L1	-	-	-	-	MI:0030(cross-linking study)	-	pubmed:25762138|pubmed:DIP-17561S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199046E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61510N|refseq:NP_730096|uniprotkb:Q9VUX3	DIP-61510N|refseq:NP_730096|uniprotkb:Q9VUX3	-	-	-	-	MI:0114(x-ray crystallography)	-	pubmed:25731175|pubmed:DIP-17563S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)	MI:0465(dip)	DIP-199051E	dip-quality-status:core	dip:0004(small scale)		-
DIP-61584N|uniprotkb:Q9VJ83	DIP-17992N|refseq:NP_511080	 -	-	-	-	MI:0096(pull down)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25874673|pubmed:DIP-17629S|pubmed:25874673|pubmed:DIP-17629S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0915(physical association)	MI:0465(dip)	DIP-199243E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61584N|uniprotkb:Q9VJ83	DIP-19737N|refseq:NP_724878	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)|MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25874673|pubmed:DIP-17629S|pubmed:25874673|pubmed:DIP-17629S|pubmed:25874673|pubmed:DIP-17629S|pubmed:25874673|pubmed:DIP-17629S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199244E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-61584N|uniprotkb:Q9VJ83	DIP-61585N|refseq:NP_651330|uniprotkb:Q9VBY7	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:25874673|pubmed:DIP-17629S|pubmed:25874673|pubmed:DIP-17629S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0407(direct interaction)|MI:0407(direct interaction)	MI:0465(dip)	DIP-199245E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-61619N|uniprotkb:Q9V3N4	DIP-18088N|refseq:NP_476700|uniprotkb:P14199	 -	-	-	-	MI:0007(anti tag coimmunoprecipitation)	-	pubmed:25686248|pubmed:DIP-17666S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-199309E	dip-quality-status:core	dip:0004(small scale)		-
DIP-23209N|refseq:NP_731873|uniprotkb:Q24168	DIP-59662N|refseq:NP_477303|uniprotkb:O16810	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:25762138|pubmed:DIP-17561S|pubmed:25762138|pubmed:DIP-17561S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199481E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59662N|refseq:NP_477303|uniprotkb:O16810	DIP-61503N|uniprotkb:Q7K2L1	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:25762138|pubmed:DIP-17561S|pubmed:25762138|pubmed:DIP-17561S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199482E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-59662N|refseq:NP_477303|uniprotkb:O16810	DIP-49218N|uniprotkb:Q9W102	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)|MI:0096(pull down)	-	pubmed:25762138|pubmed:DIP-17561S|pubmed:25762138|pubmed:DIP-17561S|pubmed:25762138|pubmed:DIP-17561S|pubmed:25762138|pubmed:DIP-17561S|pubmed:25762138|pubmed:DIP-17561S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199483E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)|dip:0004(small scale)		-
DIP-49320N|uniprotkb:Q24169	DIP-59662N|refseq:NP_477303|uniprotkb:O16810	 -	-	-	-	MI:0096(pull down)|MI:0096(pull down)	-	pubmed:25762138|pubmed:DIP-17561S|pubmed:25762138|pubmed:DIP-17561S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)|MI:0915(physical association)	MI:0465(dip)	DIP-199484E	dip-quality-status:core	dip:0004(small scale)|dip:0004(small scale)		-
DIP-49258N|uniprotkb:Q9Y1B2	DIP-59662N|refseq:NP_477303|uniprotkb:O16810	 -	-	-	-	MI:0096(pull down)	-	pubmed:25762138|pubmed:DIP-17561S	taxid:7227(Drosophila melanogaster)	taxid:7227(Drosophila melanogaster)	MI:0915(physical association)	MI:0465(dip)	DIP-199485E	dip-quality-status:core	dip:0004(small scale)		-
